Card 1,Card 2,Card 3,Score
3d,Ah,Jd,0.404037994
4s,As,Kc,0.404034083
8h,As,Jc,0.404007195
4c,4h,7s,0.403982638
7c,Ad,Jd,0.403860111
7h,Ac,Js,0.403860111
8h,Ad,Tc,0.403851270
2s,Ah,Th,0.403851270
8d,Js,Qh,0.403832286
9s,Ac,Js,0.403779989
4s,5c,5d,0.403764838
9d,Kc,Qh,0.403743371
3c,3d,5c,0.403683512
8s,Ac,Th,0.403671909
4s,Ah,Th,0.403661365
8d,Qs,Ts,0.403650080
7d,Js,Kd,0.403650080
4h,Ac,Qh,0.403628771
8s,Jh,Kh,0.403602376
9d,Ah,Kh,0.403594658
7h,Ac,Qd,0.403573785
6c,Ah,Qd,0.403517579
8c,Ad,Ts,0.403514079
9d,Ac,Jh,0.403460112
2c,5c,Ac,0.403460112
3d,3s,8d,0.403459218
8d,Ah,Kc,0.403459218
3c,3s,7c,0.403440669
8s,9h,Ad,0.403440669
5d,As,Qs,0.403420758
7c,As,Kh,0.403382406
4c,4h,Ks,0.403379459
6s,Ac,Ts,0.403370597
8d,9h,Ah,0.403363930
7d,Jh,Kh,0.403345899
4d,Ah,Th,0.403341226
6d,Ad,Js,0.403322823
7h,Ac,Kd,0.403311106
7c,8s,Ad,0.403304874
9d,Ah,Qc,0.403294315
2h,7h,Kh,0.403287361
8h,Qh,Td,0.403287361
5d,5s,9c,0.403253582
5s,9h,Ac,0.403244482
3c,3d,Qh,0.403227515
9s,Kc,Td,0.403179029
8s,Kd,Qs,0.403163625
7h,8h,As,0.403148577
6s,Ad,Kc,0.403090119
4d,Jd,Td,0.403030405
3c,3s,7s,0.403024912
7d,Ac,Jd,0.403010516
2c,Ad,Qh,0.403003451
8s,Jc,Qs,0.402988601
4h,As,Jc,0.402969392
3s,Ah,Ks,0.402956332
5c,Ac,Qh,0.402949427
9c,Jh,Ts,0.402946285
9s,Qh,Td,0.402946285
4c,4s,Kd,0.402843299
3c,3h,As,0.402825669
3d,Kd,Td,0.402789567
7c,Kd,Td,0.402766968
9c,Kc,Ts,0.402701013
8s,Ac,Jh,0.402690806
9s,Ad,Jc,0.402663506
3c,Ah,Qc,0.402614812
9c,Ad,Jd,0.402596956
6d,Ad,Qs,0.402592145
6d,Ks,Ts,0.402555822
8c,9c,Ah,0.402547301
6h,Kh,Qs,0.402530872
4c,4d,7s,0.402522951
3s,Ac,Qd,0.402522951
6d,7d,Jd,0.402507660
3s,9s,Js,0.402463329
8h,9c,Th,0.402449106
3s,As,Qd,0.402442245
9s,Ac,Jh,0.402407638
9d,Jh,Qs,0.402407638
7s,As,Tc,0.402400874
8c,Ah,Ks,0.402387838
6c,As,Td,0.402381555
6d,Ac,Ks,0.402335379
9c,Kc,Th,0.402318020
3s,Ad,Kh,0.402307140
3d,3h,4d,0.402251435
6d,7d,Td,0.402208172
7h,Ks,Qs,0.402169762
4d,Ad,Th,0.402169762
3s,As,Qc,0.402166017
7s,Ah,Jc,0.402166017
7d,9s,Ad,0.402155312
8d,Jc,Qd,0.402155312
6s,Ad,Jd,0.402151911
7c,9h,Ah,0.402095944
3c,3d,Ks,0.402095944
4d,Kd,Qc,0.402016553
3s,Ad,Js,0.402007667
3d,3s,4s,0.402007667
3c,5h,Ac,0.402007667
2c,Ad,Jc,0.401940207
4c,4s,8h,0.401940207
3h,Ah,Kc,0.401939277
7c,As,Td,0.401938370
5c,Ad,Qc,0.401864033
7d,Ah,Qs,0.401864033
4c,5s,As,0.401792443
6d,Ah,Qc,0.401790740
9c,Js,Qh,0.401790740
7d,Ah,Kd,0.401788955
9d,Jd,Qc,0.401712195
3s,5d,5s,0.401712195
8c,Jd,Kd,0.401644630
3d,3s,Qc,0.401639297
4d,4s,9c,0.401627812
9s,Jh,Qc,0.401578578
4h,4s,6c,0.401503419
4d,Ah,Ks,0.401481008
5s,6s,Qs,0.401481008
4c,Qc,Tc,0.401481008
4c,4s,7h,0.401404922
3c,Jc,Tc,0.401399150
8c,Js,Ks,0.401329007
6s,Ah,Ts,0.401315399
8h,Jc,Kc,0.401253263
4c,Kc,Qh,0.401245603
9d,Qc,Td,0.401186079
3d,3s,Qd,0.401169091
8d,Kd,Qs,0.401160274
8c,Ks,Qc,0.401102287
9c,Kc,Td,0.401066440
4c,4d,8h,0.401056945
6s,7c,As,0.401047221
6d,As,Js,0.401027053
8d,Jc,Qh,0.401005863
4d,Ac,Qc,0.401004957
6h,Ad,Jd,0.400900820
6s,9s,Ts,0.400877090
9s,Kd,Th,0.400827859
9s,Ac,Ts,0.400768202
8c,9d,Tc,0.400761669
6s,Ad,Qd,0.400727797
8h,Qh,Tc,0.400668083
7s,Ad,Jc,0.400622927
7h,Ah,Jd,0.400583532
3h,3s,7c,0.400537601
9d,Ks,Td,0.400521550
3d,3h,4c,0.400498060
9h,Jc,Qs,0.400488253
3c,Ad,Kh,0.400465431
6h,Ac,Jd,0.400427690
4h,4s,Jd,0.400375660
6c,As,Qc,0.400375660
4c,4h,Th,0.400375660
3s,Ac,Jc,0.400374804
6d,Kd,Qc,0.400357469
8d,Jh,Th,0.400357469
6c,Ad,Td,0.400339725
5s,6s,8s,0.400283896
4c,4s,9s,0.400264366
7h,As,Jd,0.400249857
9s,Jc,Qh,0.400244348
6c,7s,As,0.400190073
3d,3h,8h,0.400169148
8d,9d,Js,0.400137240
8s,Ad,Th,0.400137240
8h,Kc,Qh,0.400115945
6h,8s,Ad,0.400094119
7d,Ah,Jd,0.400094119
8s,9d,Ac,0.399986844
9c,Jd,Th,0.399986844
9d,Ks,Th,0.399968189
7h,Kc,Qh,0.399936854
6s,Kh,Qh,0.399893661
3h,Ad,Kc,0.399870051
6c,Ah,Qs,0.399870051
7s,Ad,Kh,0.399870051
6c,9c,Ah,0.399846742
7h,9h,Ad,0.399845868
5s,Ks,Qc,0.399845868
6c,Qc,Tc,0.399844926
9c,Js,Td,0.399844926
3d,3s,Ac,0.399821091
8c,Js,Kc,0.399819160
7h,Kc,Ts,0.399801004
2d,Ad,Js,0.399798450
4s,7s,Qs,0.399727004
2c,2s,Qs,0.399694580
8h,Ah,Qc,0.399688404
6h,As,Qh,0.399681778
6h,8h,Ad,0.399638627
8c,9h,Jh,0.399619665
9s,Ac,Qd,0.399601673
8h,Ad,Kc,0.399584578
6d,Ah,Ts,0.399584578
9h,Qs,Td,0.399584578
9h,Js,Kd,0.399573648
5d,Ac,Tc,0.399541279
6h,Jh,Kd,0.399538056
8d,Ah,Td,0.399499964
7d,Ah,Js,0.399470346
4d,Ah,Qs,0.399442769
5d,8h,Ah,0.399426446
7c,Ah,Td,0.399426446
9c,Ks,Th,0.399401380
4d,4h,6c,0.399395941
4c,4h,8s,0.399383714
4c,4s,Jh,0.399376865
2d,Ah,Ks,0.399372094
4c,4s,7c,0.399342104
7c,Ah,Jc,0.399321706
6d,8d,Jd,0.399301572
5d,As,Th,0.399299668
7s,9s,Ad,0.399289524
5d,9s,Ad,0.399262078
9h,Js,Qc,0.399256518
4d,4s,5c,0.399247639
3c,3d,4h,0.399167200
5c,Kd,Qd,0.399160984
6h,Ad,Td,0.399134017
8h,Jh,Qs,0.399134017
4c,4s,Td,0.399061318
2h,As,Ks,0.399057688
3d,3s,Ad,0.399057688
8c,9c,Ts,0.399026443
3s,6s,As,0.399023653
8d,Ks,Qc,0.398988782
8d,9c,Qd,0.398986971
9d,Js,Tc,0.398956142
7s,8c,Ac,0.398954022
4s,Qs,Ts,0.398954022
4s,Ah,Tc,0.398952116
9d,Js,Kc,0.398916407
3c,Ah,Ks,0.398880737
4d,Ah,Qh,0.398847713
5d,As,Qh,0.398845997
6d,As,Tc,0.398845997
9s,Jd,Qc,0.398809515
4s,8s,9s,0.398809515
6s,Kh,Qs,0.398809515
8c,Jc,Qd,0.398775740
7d,Ac,Qc,0.398772141
5s,Ac,Jc,0.398667540
7c,Ah,Kh,0.398667540
2s,Ad,Kd,0.398648994
6h,Jh,Qd,0.398635681
7d,As,Kc,0.398613026
6h,8h,Jh,0.398588525
8s,Jc,Kh,0.398588525
5d,Jd,Td,0.398582485
7c,9d,Kd,0.398579827
4d,Ah,Kc,0.398544884
2h,5d,5h,0.398535764
7d,Ah,Tc,0.398535764
5d,8d,Qd,0.398526186
8h,Ks,Qh,0.398496227
7s,8h,Ks,0.398485525
9s,Kc,Th,0.398485525
3h,3s,6c,0.398443862
9d,Kh,Qc,0.398422643
6c,8c,Kc,0.398385449
3s,Ac,Kd,0.398385449
8h,Kd,Qd,0.398357375
2c,Ac,Kd,0.398315310
6h,7s,Ah,0.398299846
8s,Js,Th,0.398299846
8s,Qs,Td,0.398272224
8s,9s,Ad,0.398255445
6c,Kh,Qc,0.398255445
8c,9h,Tc,0.398255445
2d,Jd,Td,0.398228079
7h,Kd,Td,0.398209924
5d,9d,Qd,0.398193582
4d,As,Ts,0.398182835
7h,Ad,Qc,0.398163239
8s,Jc,Kd,0.398136451
2d,As,Ks,0.398130807
8s,Ad,Tc,0.398125581
5h,Ac,Qd,0.398125581
9d,Jh,Qh,0.398115347
8h,9h,Ac,0.397990011
7h,As,Kd,0.397967746
2d,Ac,Kh,0.397966901
8d,Kd,Qh,0.397942609
6c,8c,Jc,0.397897672
5s,Ad,Kd,0.397876069
6d,As,Ks,0.397871638
8h,Kc,Th,0.397871638
3d,Ac,Qh,0.397866848
8d,Jd,Ks,0.397849832
3d,3s,Td,0.397844238
5s,Ad,Ts,0.397787728
5d,Jd,Ks,0.397779973
7h,Ah,Tc,0.397771601
9d,Qs,Td,0.397750605
7d,As,Qc,0.397730168
9c,Jc,Td,0.397719678
7d,Ac,Js,0.397710267
9h,Qd,Th,0.397699129
4h,Kh,Qs,0.397611778
4d,Ac,Kh,0.397554678
4c,4h,Qh,0.397518175
3c,3d,6c,0.397502061
7c,8s,Ac,0.397502061
8d,As,Tc,0.397485429
7s,Ac,Jc,0.397469220
9s,Qd,Th,0.397469220
4d,5d,5s,0.397465674
2d,Ah,Kh,0.397432962
5s,Ac,Jh,0.397417239
4c,Ad,Qc,0.397417239
6c,As,Qs,0.397354707
4s,Ks,Qd,0.397334755
5h,Ad,Jh,0.397324163
7c,Ks,Qc,0.397324163
8h,Qs,Th,0.397312399
9h,Ah,Ts,0.397309497
4s,As,Jc,0.397267735
8d,As,Th,0.397226563
8c,9s,As,0.397213545
4c,Ac,Ts,0.397209887
6d,As,Td,0.397145939
4c,4s,6s,0.397102214
9c,Jh,Th,0.397101240
9d,Ah,Ts,0.397101240
5c,Ac,Ts,0.397077553
9c,As,Jd,0.397054225
5h,Ah,Jd,0.397043028
9s,Ad,Jh,0.397004710
6s,9d,Ah,0.396983375
5c,Kc,Qd,0.396953448
9c,Ah,Td,0.396942120
3c,3d,Ad,0.396934758
5d,5s,Kh,0.396859529
8h,Jd,Qs,0.396825687
3d,3s,5d,0.396787189
7h,As,Ts,0.396787189
7c,Ks,Qs,0.396779379
8d,9h,Ad,0.396764380
8h,9c,Td,0.396750157
4d,4s,8d,0.396722026
9c,Kh,Td,0.396695103
2d,Ah,Jh,0.396695103
4s,Ad,Th,0.396649003
4s,As,Jd,0.396637178
8h,9s,Js,0.396620599
7c,Kh,Qs,0.396620599
7h,8c,Ah,0.396620599
6h,9c,Ac,0.396576151
8c,9h,Ah,0.396548176
8c,9c,As,0.396539788
9s,Ah,Qd,0.396495620
5c,Ad,Ks,0.396488187
7s,Ks,Tc,0.396425081
6d,Ac,Jh,0.396425081
9s,Jh,Tc,0.396422263
4d,4s,8h,0.396422263
5c,Ah,Jh,0.396414243
8c,Jd,Kc,0.396414243
7c,9s,Ad,0.396354701
3c,9c,Tc,0.396354701
2s,4d,4h,0.396347492
2h,9h,Jh,0.396345804
5s,Ah,Th,0.396285441
3c,3h,Kd,0.396285441
7h,8h,Ac,0.396285441
8d,Kh,Qh,0.396284480
2s,Ah,Qs,0.396281748
4d,As,Tc,0.396214417
6h,9d,As,0.396214417
4h,4s,9s,0.396214417
9h,Jc,Ks,0.396214417
8s,Jh,Ts,0.396214417
6c,8d,As,0.396145443
4h,As,Qs,0.396145443
6h,As,Kd,0.396143556
4d,4h,Td,0.396081910
7d,Kc,Th,0.396080193
6h,Ad,Qh,0.396076622
7s,8d,As,0.396076622
2s,Ah,Kh,0.396074764
7d,Ac,Td,0.396072855
8d,Jh,Ts,0.396068877
9s,Ad,Js,0.396015869
3h,Ah,Ts,0.396013298
6s,Ac,Jd,0.396013298
2s,4d,4s,0.396005172
4s,Ac,Ks,0.395943039
9d,Ah,Ks,0.395935737
8d,Kc,Tc,0.395884206
3h,Ad,Qh,0.395875564
6d,7s,Ah,0.395856847
7d,Ks,Qs,0.395813477
9d,Ad,Js,0.395808236
4c,4d,Ks,0.395791657
9d,Ah,Qd,0.395753102
3s,9s,Ts,0.395747156
9h,Jd,Qs,0.395741055
7d,9c,Ac,0.395734792
3h,9c,Ac,0.395734792
7h,Ac,Jd,0.395734792
5h,Ad,Ts,0.395728361
7h,8h,Jh,0.395714968
8s,Jh,Td,0.395707991
6c,Ad,Qc,0.395622553
5h,9h,Th,0.395614941
9d,Jh,Kc,0.395599113
2c,Ac,Kh,0.395573739
8d,9c,Tc,0.395557485
8c,Qd,Tc,0.395549045
6c,As,Js,0.395531497
6h,Kc,Qc,0.395503367
5s,Js,Kd,0.395454013
6c,Kc,Qh,0.395396710
3s,9s,Qs,0.395317753
2s,As,Qd,0.395305649
8c,Qh,Ts,0.395305649
8d,Kh,Qs,0.395274849
4s,Ad,Qd,0.395274849
4d,4s,Ts,0.395262513
5h,8h,Jh,0.395236844
8c,Qs,Ts,0.395236844
2h,Ad,Ks,0.395208822
8d,9s,Jc,0.395208822
7h,Kd,Qc,0.395208822
9c,Ac,Jd,0.395195634
4d,As,Kc,0.395182096
5s,9s,Ts,0.395124141
8d,Ah,Th,0.395077197
8h,9d,Td,0.395068873
6c,As,Jd,0.395068873
4h,Ah,Qc,0.395062315
4d,4h,8h,0.395062315
9s,Jd,Qh,0.395047038
4h,5h,As,0.395031351
9d,Kc,Td,0.395015237
8h,Kh,Td,0.395015237
4d,4h,9s,0.395011596
6s,Ks,Qc,0.394981654
3c,4h,4s,0.394981654
7h,9d,Ac,0.394979733
9h,As,Jc,0.394963160
7s,Ks,Qh,0.394946136
3c,5d,5h,0.394946136
3d,Ac,Qd,0.394946136
5s,Js,Kc,0.394946136
3h,4h,As,0.394928643
6s,Ah,Kd,0.394895122
5s,Ah,Kd,0.394892167
2c,2h,Ah,0.394877193
3c,3h,Ks,0.394863422
4h,6h,Kh,0.394827235
2s,6s,Js,0.394815638
4c,6c,7c,0.394797413
9s,Qc,Th,0.394742376
3d,7d,Qd,0.394691915
5d,Ac,Qh,0.394671295
4c,Ks,Tc,0.394671295
3c,Ad,Qh,0.394665823
8s,9s,Tc,0.394645424
2s,Ks,Ts,0.394645424
8h,9s,Th,0.394645424
9d,Ac,Kh,0.394645424
5d,8s,Ad,0.394641107
5c,Ks,Qc,0.394600242
8h,Kc,Qc,0.394558157
6h,Ad,Kh,0.394557197
6d,As,Ts,0.394534802
5d,As,Tc,0.394512726
4c,5c,5d,0.394512726
8s,9h,Ts,0.394511794
4s,5c,5h,0.394488146
6s,9h,As,0.394469504
6s,8h,As,0.394469504
3c,Ah,Tc,0.394466786
9c,Qs,Ts,0.394446595
6s,Js,Kc,0.394427478
7d,8s,Ad,0.394398923
8h,Jd,Qh,0.394398923
4c,Ah,Ks,0.394393029
7c,Jc,Kd,0.394356238
3h,Ad,Qs,0.394346824
8s,9d,Th,0.394331212
8c,9s,Ks,0.394314765
4c,9s,Ac,0.394314765
3d,3h,Qh,0.394284425
8c,Kh,Qd,0.394279082
8c,9h,Kh,0.394196246
5d,Ad,Tc,0.394195241
8c,9h,Ad,0.394183510
8s,Js,Qh,0.394183510
7s,8h,As,0.394168756
3h,5c,5d,0.394145117
8h,Ac,Td,0.394128989
5h,7h,Th,0.394128989
4s,8s,Ts,0.394118097
3c,3d,Jd,0.394118097
2s,As,Kd,0.394100616
8h,Jc,Kh,0.394061882
3c,3h,Jc,0.394052825
7s,Ah,Qc,0.394052825
6d,Ad,Jc,0.394044248
5c,6c,Kc,0.394032629
3d,3s,9s,0.394032629
3c,Ah,Td,0.394032629
3h,Ad,Td,0.394002570
4c,Ac,Qs,0.393994926
5c,8h,Ac,0.393978958
7c,As,Qc,0.393952152
2c,Ad,Kc,0.393928118
6d,Ah,Js,0.393928118
5d,Ah,Td,0.393922708
4d,4h,8s,0.393888105
8d,9s,As,0.393880008
7s,Ac,Jh,0.393857861
9c,Ad,Qs,0.393832524
8s,Kh,Th,0.393829591
3c,8c,Kc,0.393796848
7h,As,Jc,0.393793154
6c,Ad,Tc,0.393728587
2s,Ah,Qc,0.393728587
4h,Ac,Qc,0.393696785
4h,Jd,Kd,0.393694994
8h,9s,Ad,0.393665853
7c,Ad,Ts,0.393665853
7h,Ad,Td,0.393660482
4d,4s,Qh,0.393627923
5c,9d,Ad,0.393592532
6c,Kc,Td,0.393565581
7s,Kd,Qs,0.393561003
3d,Ad,Qs,0.393561003
6h,8d,Ah,0.393556159
9h,Ac,Js,0.393530381
2s,Qs,Ts,0.393524737
3h,Ah,Td,0.393500628
4s,8s,Ah,0.393464605
4s,Ad,Jd,0.393457097
7h,Ah,Qd,0.393450955
5d,Kd,Qs,0.393435817
3d,Ac,Qs,0.393435817
5c,7c,Qc,0.393427612
9s,Ks,Td,0.393427612
5s,8h,Ah,0.393389610
7d,Ad,Th,0.393380623
3d,3s,Kd,0.393371147
8h,Jc,Th,0.393361140
7d,Ah,Ts,0.393344097
8s,Qc,Th,0.393333488
2h,5h,Kh,0.393333488
2d,Ad,Ts,0.393317793
6d,Jh,Kh,0.393282339
3s,Ac,Ks,0.393280497
5c,6c,9c,0.393268146
2d,2h,Ad,0.393242229
9s,Jc,Qd,0.393217033
3d,3h,4s,0.393214277
7h,Ah,Qc,0.393192530
6d,Kc,Tc,0.393177979
2d,Ac,Kd,0.393153705
8h,Kc,Tc,0.393137894
5h,Ac,Jc,0.393130097
8c,9d,Kc,0.393090513
4s,Ad,Qh,0.393054463
3d,3h,4h,0.393031004
4d,Ac,Jd,0.393008214
9h,Qh,Ts,0.393008214
2c,5c,Kc,0.392987888
9h,Kd,Qc,0.392986066
9d,Qh,Ts,0.392964532
5s,Ac,Kd,0.392943588
4h,4s,Jc,0.392922371
4c,4h,8h,0.392899976
5d,Ac,Td,0.392899976
6h,Ad,Jh,0.392881679
2c,As,Jc,0.392855187
9s,Jd,Kh,0.392839088
8h,9h,As,0.392814758
8h,9s,Kd,0.392809170
9c,Ac,Js,0.392795395
2c,Jc,Qc,0.392782160
8s,Ac,Jd,0.392776566
4h,4s,9h,0.392723082
3d,3h,8d,0.392723082
8s,Ks,Th,0.392714178
2d,Ad,Th,0.392713247
6d,As,Kd,0.392694021
8c,Ad,Js,0.392694021
5c,Ac,Kd,0.392686492
8c,9d,Jd,0.392668965
6d,Ac,Ts,0.392639661
4h,As,Kd,0.392591570
3s,Ac,Kc,0.392574942
6d,Ks,Qd,0.392527804
2h,Ah,Ks,0.392527804
8s,9h,Ah,0.392510365
5c,7c,8c,0.392510365
3c,3d,5h,0.392510365
4h,4s,7d,0.392507477
4s,5s,Ac,0.392460646
4h,Ad,Qc,0.392445931
8c,Jc,Th,0.392417731
6c,Ks,Tc,0.392409574
9s,Js,Kc,0.392395404
6c,As,Qh,0.392381639
3s,5s,Ks,0.392357094
8c,9c,Js,0.392317488
8c,9d,As,0.392317488
8h,9h,Jc,0.392290173
7h,As,Qd,0.392277581
5s,7s,Qs,0.392277581
7d,8h,Ad,0.392277581
7h,Ah,Ts,0.392265355
8d,Jh,Qh,0.392265355
7s,9d,Ad,0.392241936
9c,Qs,Td,0.392241936
7s,8s,Ad,0.392235352
3c,As,Ts,0.392219800
3d,5c,5d,0.392168642
7h,8d,9d,0.392168642
6c,7c,Ah,0.392146184
8h,Jd,Ks,0.392135885
7c,9s,Ks,0.392090328
4d,Kc,Qd,0.392042087
2s,Ac,Kc,0.392024017
5c,Kc,Qs,0.391998840
7d,8c,9h,0.391998840
3c,Ac,Ts,0.391990919
2h,2s,Th,0.391957858
4c,As,Tc,0.391950197
7d,Ah,Th,0.391935528
4c,Jc,Ks,0.391935528
6d,Ad,Kc,0.391928502
2c,Ac,Qs,0.391902262
2h,As,Kh,0.391891850
4d,4h,7c,0.391878666
7s,As,Jh,0.391854453
5d,Ac,Ts,0.391831884
3c,Ac,Jh,0.391809319
2s,Ad,Qs,0.391809319
6s,7d,Ad,0.391809319
2h,Ah,Jc,0.391750909
7c,9s,Ac,0.391737816
6d,As,Jc,0.391698635
3h,Ac,Qh,0.391694725
6s,Ks,Td,0.391687242
4c,9c,Tc,0.391568005
8d,9c,Jc,0.391558546
6h,7c,Ah,0.391556812
8s,Kd,Qd,0.391551888
8d,9h,As,0.391433974
4c,Ah,Th,0.391433974
7s,Kh,Ts,0.391373589
4c,As,Kd,0.391373589
5c,Jc,Ks,0.391371004
8d,Qc,Tc,0.391370093
2h,Ad,Kd,0.391369154
4c,Ad,Jh,0.391369154
7h,As,Qc,0.391367192
4s,7s,Ts,0.391367192
4c,7c,Kc,0.391306353
7h,9s,Ah,0.391304481
6c,9c,Jc,0.391304481
6d,9d,Ah,0.391300566
9c,Js,Th,0.391245479
6d,Ad,Tc,0.391237068
4h,8d,Ad,0.391227871
6c,Ah,Qc,0.391182922
4c,4d,Kd,0.391175571
4c,4h,9c,0.391167777
7s,Kd,Td,0.391120502
5c,Ah,Th,0.391068590
9h,Kd,Ts,0.391035603
2h,Ac,Kh,0.391002192
3d,3s,Ks,0.390996071
4h,4s,8d,0.390976619
7c,Ad,Td,0.390934058
6c,Ah,Jc,0.390934058
9d,Jh,Kh,0.390934058
4h,5s,Ac,0.390926877
2d,5c,5h,0.390895964
3s,Ah,Kh,0.390887637
4d,8s,As,0.390880017
8c,Js,Qd,0.390819126
6c,9s,Ad,0.390782835
7h,Ad,Th,0.390767639
9h,Jh,Ts,0.390739019
3c,3d,6d,0.390739019
8h,Js,Qh,0.390728925
8d,9d,Ah,0.390728925
5h,As,Jh,0.390718533
7s,Jd,Ks,0.390665688
3h,3s,8h,0.390654377
9h,Ac,Jd,0.390590366
6h,Ac,Jh,0.390564802
7d,Kd,Qs,0.390551430
6h,8c,As,0.390539637
6c,8c,Ad,0.390529158
4s,5c,Ah,0.390526500
2c,Ah,Kh,0.390503725
5s,Js,Qs,0.390448315
2h,3h,Kh,0.390442780
2d,3c,3h,0.390442780
5c,9c,As,0.390442780
3s,Ad,Jh,0.390399199
3d,Ad,Jh,0.390367951
5c,Jc,Qs,0.390367004
4d,4h,9d,0.390351609
2c,As,Kd,0.390335764
5d,Kd,Tc,0.390322923
4d,8d,Jd,0.390322923
2h,As,Kd,0.390319447
4d,Ah,Jc,0.390289211
8d,Kd,Th,0.390285316
8s,9d,Td,0.390237478
6s,Ad,Qh,0.390226951
4d,Ad,Ts,0.390191167
5s,6s,9s,0.390191167
7d,Ah,Kh,0.390172468
8h,Jd,Kh,0.390164829
7h,Kc,Qs,0.390153197
7h,As,Js,0.390121695
4d,5d,As,0.390107608
4h,As,Js,0.390102845
4d,5s,Ah,0.390083445
4h,4s,5c,0.390079857
4d,4h,9c,0.390060702
9c,Jh,Td,0.390042898
7s,9h,Ac,0.390040997
2d,As,Jd,0.390040997
9s,Jh,Kd,0.389999841
4s,Ah,Kc,0.389999841
8c,Kd,Tc,0.389979285
7h,Kd,Qh,0.389959918
4h,5c,Ah,0.389958132
5s,9s,Ah,0.389921175
6d,Js,Kd,0.389895686
8c,Ah,Ts,0.389895686
6h,Ad,Tc,0.389890813
7h,Jh,Kc,0.389856270
3d,3h,Tc,0.389849661
4d,5d,Ah,0.389833379
5d,Jc,Kd,0.389825600
8s,Jh,Th,0.389818049
3c,4c,4s,0.389789932
5h,7h,8h,0.389780971
8c,9d,Td,0.389771211
3h,3s,As,0.389771211
8s,Ac,Qh,0.389733794
7s,Jc,Kc,0.389683845
8d,Js,Ks,0.389621074
6h,Ac,Kd,0.389530548
7s,9c,Ks,0.389523919
9h,Ad,Tc,0.389457988
3h,Ad,Jd,0.389429945
7h,9d,Ah,0.389426492
4d,As,Td,0.389403922
8d,Js,Qc,0.389401094
6c,7c,Ad,0.389398430
8c,As,Td,0.389373342
7c,8h,9h,0.389309332
3h,Ah,Qs,0.389309332
8d,9h,Jd,0.389278812
7d,Jc,Kd,0.389249223
2d,As,Qd,0.389217874
7c,Ac,Jd,0.389217874
2s,9s,Js,0.389208895
6d,Kh,Qh,0.389181756
3h,Jd,Kd,0.389181756
3h,3s,7h,0.389161472
9c,Kh,Qs,0.389157070
4c,4d,Th,0.389157070
7h,8c,Kc,0.389157070
7d,As,Th,0.389157070
8s,9s,Ac,0.389123961
6d,Ah,Th,0.389123961
2h,2s,Ks,0.389102549
6h,As,Qc,0.389096400
7h,Kd,Th,0.389062446
3s,Ah,Jc,0.389054767
3c,3s,8s,0.389018592
8s,9c,Ts,0.389010087
4d,As,Qc,0.389001069
4c,4h,7d,0.388926534
4c,9c,Qc,0.388878725
8h,9c,Ad,0.388878725
7h,Kh,Qc,0.388868113
4c,Ah,Ts,0.388855050
8s,Kh,Qh,0.388855050
6c,Ah,Kd,0.388817758
6s,Kd,Qh,0.388788194
4c,4h,7h,0.388779371
4s,Ac,Qd,0.388773015
8s,Qs,Tc,0.388751642
9h,Kc,Qs,0.388735167
4s,Jh,Kh,0.388735167
6d,Ac,Qs,0.388714066
5h,As,Th,0.388714066
5d,Kh,Qs,0.388693592
4s,7s,Ks,0.388656148
7s,Ac,Qc,0.388655244
5h,7h,Qh,0.388614878
8c,As,Th,0.388575237
3d,7d,Kd,0.388572362
3h,Ah,Ks,0.388520180
3h,3s,Ts,0.388509206
8c,Jc,Qs,0.388509206
3s,5h,Ah,0.388502899
3h,3s,Qs,0.388502899
2h,6h,Kh,0.388411361
7h,9c,As,0.388411361
8s,9h,As,0.388405182
5s,Ac,Js,0.388383332
8s,Js,Qc,0.388366658
3d,Jd,Qd,0.388336785
8c,9s,Js,0.388334855
5c,Ah,Ts,0.388334855
4d,Qd,Tc,0.388334855
8s,Jc,Qc,0.388276796
8c,Kd,Td,0.388275090
4h,6h,7h,0.388275090
9d,Jh,Qd,0.388258039
5c,7d,Ac,0.388247011
2c,As,Kc,0.388229207
8c,Ks,Qh,0.388215457
6h,Ad,Qd,0.388207907
5s,8c,As,0.388181971
8c,Kc,Ts,0.388155955
8s,Kh,Td,0.388143539
2c,Ad,Qs,0.388131492
8s,Jd,Qc,0.388120688
5d,Ks,Qs,0.388119801
5h,Ad,Jc,0.388108448
7c,As,Jc,0.388085079
2s,9c,Ac,0.388085079
5h,As,Kd,0.388085079
3h,9h,Qh,0.388063084
8c,9h,As,0.388059543
4h,Ac,Qd,0.388026746
3c,3d,7h,0.387998536
4d,4h,Js,0.387996795
2d,Ac,Qd,0.387988226
3h,3s,4s,0.387967586
2d,Ad,Kh,0.387947320
3c,3s,5c,0.387937667
8c,9c,Td,0.387885603
9d,Qs,Ts,0.387868537
4d,9h,Ah,0.387840165
8h,9c,As,0.387816341
5s,7s,8s,0.387801672
7h,Ks,Qh,0.387762593
8c,Kd,Qs,0.387755882
2d,Ah,Th,0.387736960
5d,7c,As,0.387684606
5c,As,Th,0.387674301
5d,Ah,Jd,0.387635372
6h,Ks,Qh,0.387630748
7s,8h,Ah,0.387626265
7h,9c,Ah,0.387626265
8c,9c,Qd,0.387621916
8s,Jd,Ks,0.387621916
2c,Ad,Ks,0.387617696
9c,Jh,Qc,0.387568050
9c,Js,Ks,0.387568050
3s,4h,4s,0.387504842
6s,8c,As,0.387457514
6h,As,Jh,0.387451999
4d,8d,Td,0.387396914
